authid,pubid,author,pub_type,year,title,doi,classification,country,nature,lang,keywords,authors,author_position
141,385,Rosane Beatris Mariano da Rocha Barcellos Terra,Trabalho em Evento,2009.0,Direitos humanos e adolescentes em conflito com a lei: considerações acerca das medidas socioeducativas de privação de liberdade e a necessidade de políticas públicas capazes de sua concretização.,,Nao Informado,Brasil,Completo,Português,,"TERRA, Rosane Beatris Mariano da Rocha Barcellos; RICHTER, Daniela; LISOWSKI, Carolina Salbego",Primeiro
150,386,Sibila Rocha,Artigo Publicado,2011.0,O luxo online: possibilidades de acesso,,,,Completo,Português,  estratégias de discurso; Novas Tecnologias,"ROCHA, S.",Primeiro
117,386,Morgana de Melo Machado,Artigo Publicado,2012.0,Luxo on-line: possibilidades de acesso,,,,Completo,Português,"  internet, perfume, luxo acessibilidade","MACHADO, M.M.; ROCHA, S.; SCHLEDER, V.",Primeiro
37,391,Cláudia Lange dos Santos,Artigo Publicado,2013.0,Interação da ciclodextrina com ácido acetilsalicílico: um estudo de primeiros princípios.,,,,Completo,Português,,"FIGUEIREDO, J. E.; SANTOS, C. L.; FAGAN, S. B.; SILVA, I. Z.",
76,391,Ivana Zanella da Silva,Artigo Publicado,2013.0,Interação da ciclodextrina com ácido acetilsalicílico: um estudo de primeiros princípios,,,,Completo,Português,,J. E. Figueiredo; C. Lange; S. B. Fagan; I. Zanella,Último
114,393,Michele Rorato Sagrillo,Artigo Publicado,2015.0,Effect of the treatment with Achyrocline satureioides (free and nanocapsules essential oil) and diminazene aceturate on hematological and biochemical parameters in rats infected by Trypanosoma evansi,10.1016/j.exppara.2014.12.005,,,Completo,Inglês,,"DO CARMO, GUILHERME M.; FRANÇA, RAQUELI T.; LOPES, SONIA T.A.; SCHWERTZ, CLAITON I.; MENDES, RICARDO E.; MONTEIRO, SILVIA G.; DA SILVA, ALEKSANDRO S.; BALDISSERA, MATHEUS D.; VAUCHER, RODRIGO A.; RECH, VIRGINIA CIELO; OLIVEIRA, CAMILA B.; SAGRILLO, MICHELE RORATO; BOLIGON, ALINE A.; ATHAYDE, MARGARETH L.; ALVES, MARTA P.",
164,393,Virginia Cielo Rech,Artigo Publicado,2015.0,Effect of the treatment with Achyrocline satureioides (free and nanocapsules essential oil) and diminazene aceturate on hematological and biochemical parameters in rats infected by Trypanosoma evansi,10.1016/j.exppara.2014.12.005,,,Completo,Inglês,,"CARMO, G. M.; LOPES, S. T. A.; SCHWERTZ, C.; MENDES, R.; MONTEIRO, S.; SILVA, A. S.; BALDISSERA, M. D.; VAUCHER, R. A.; RECH, V. C.; OLIVEIRA, C.; SAGRILLO, M. R.; BOLIGON, A.; ATHAYDE, M.; ALVES, M.P.; FRANCA, R.",
37,394,Cláudia Lange dos Santos,Trabalho em Evento,2015.0,Study of structural and electronic properties of nimesulide and acetylsalicylic acid interacting with BC2N nanotube,,Nacional,Brasil,Resumo,Português,,"GOULART, L.; LANGE, C.; SILVA, I. Z.; ROSSATO, J.",
76,394,Ivana Zanella da Silva,Trabalho em Evento,2015.0,STUDY OF STRUCTURAL AND ELECTRONIC PROPERTIES OF NIMESULIDE AND ACETYLSALICYLIC ACID INTERACTING WITH BC2N NANOTUBE,,Nacional,Brasil,Resumo,Inglês,,"GOULART, L.; C. Lange; Ivana Zanella; ROSSATO, J.",
114,395,Michele Rorato Sagrillo,Artigo Publicado,2014.0,Treatment with essential oil of Achyrocline satureioides in rats infected with Trypanosoma evansi: Relationship between protective effect and tissue damage,,,,Completo,Inglês,,"BALDISSERA, M. D.; Margareth Linde Athayde; SILVA, A. S.; MENDES, R. E.; MONTEIRO, S. G.; OLIVEIRA, C. B.; RECH, V. C.; REZER, J. F. P.; SAGRILLO, M. R.; ALVES, M. P.; SILVA, A. P.; LEAL, D. B.; Aline Augusti Boligon",
164,395,Virginia Cielo Rech,Artigo Publicado,2014.0,Treatment with essential oil of Achyrocline satureioides in rats infected with Trypanosoma evansi: Relationship between protective effect and tissue damage,10.1016/j.prp.2014.06.008,,,Completo,Inglês,,"BALDISSERA, MATHEUS D.; ATHAYDE, MARGARETH L.; DA SILVA, A. S.; MENDES, RICARDO E.; Monteiro, Silvia G.; Oliveira, Camila B.; RECH, V. C.;Rech, Virginia C;Rech, Virginia Cielo;RECH, VIRGINIA C.; REZER, JOÃO F. PERES; SAGRILLO, MICHELE R.; ALVES, MARTA P.; DA SILVA, ANA P.T.; Leal, Daniela B.R.; BOLIGON, ALINE A.",
5,398,Alencar Kolinski Machado,Artigo Publicado,2017.0,"Antihyperglycemic, antioxidant activities of tucumã oil ( Astrocaryum vulgare ) in alloxan-induced diabetic mice, and identification of fatty acid profile by gas chromatograph: New natural source to treat hyperglycemia",10.1016/j.cbi.2017.04.001,,,Completo,Inglês,,"BALDISSERA, MATHEUS D.; STEFANI, LENITA M.; KLEIN, BRUNA; WAGNER, ROGER; MONTEIRO, SILVIA G.; SOUZA, CARINE F.; GRANDO, THIRSSA H.; COSSETIN, LUCIANA F.; SAGRILLO, MICHELE R.; NASCIMENTO, KÁTIA; DA SILVA, ALEKSANDRO S.; MACHADO, ALENCAR K.; DA CRUZ, IVANA B.M.",
114,398,Michele Rorato Sagrillo,Artigo Publicado,2017.0,"Antihyperglycemic, antioxidant activities of tucumã oil ( Astrocaryum vulgare ) in alloxan-induced diabetic mice, and identification of fatty acid profile by gas chromatograph: New natural source to treat hyperglycemia",10.1016/j.cbi.2017.04.001,,,Completo,Inglês,,"BALDISSERA, MATHEUS D.; STEFANI, LENITA M.; KLEIN, BRUNA; WAGNER, ROGER; MONTEIRO, SILVIA G.; SOUZA, CARINE F.; GRANDO, THIRSSA H.; COSSETIN, LUCIANA F.; SAGRILLO, MICHELE R.; NASCIMENTO, KÁTIA; DA SILVA, ALEKSANDRO S.; MACHADO, ALENCAR K.; DA CRUZ, IVANA B.M.",
86,399,Juliana Saibt Martins,Artigo Publicado,2014.0,Terapia por contensão induzida melhora a função de membro superior após acidente vascular encefálico,,,,Completo,Português,  Terapia por contensão induzida; Acidente vascular encefálico,"SILVA, E. C.; XAVIER, L. N.; FILIPPIN, N. T.; MARTINS, J. S.",Último
118,399,Nadiesca Taisa Filippin,Artigo Publicado,2014.0,Terapia por contensão induzida melhora a função de membro superior após acidente vascular encefálico.,,,,Completo,Português,,"SILVA, E. C.; XAVIER, L. N.; FILIPPIN, N. T.; MARTINS, J. S.",
100,402,Luciano de Moura Guimarães,Artigo Publicado,2010.0,Two-Dimensional Molecular Crystals of Phosphonic Acids on Graphene,10.1021/nn102211n,,,Completo,Inglês,,"Prado, Mariana C.; Nascimento, Regiane; Moura, Luciano G.; Matos, Matheus J. S.; Mazzoni, Mario S. C.; Cancado, Luiz G.; Chacham, Helio; Neves, Bernardo R. A.",
104,402,Luiz Gustavo de Oliveira Lopes Cançado,Artigo Publicado,2011.0,Two-Dimensional Molecular Crystals of Phosphonic Acids on Graphene,10.1021/nn102211n,,,Completo,Inglês,,"Prado, Mariana C.; Nascimento, Regiane; Moura, Luciano G.; Matos, Matheus J. S.; Mazzoni, Mario S. C.; Cancado, Luiz G.; Chacham, Helio; Neves, Bernardo R. A.",
1,403,Adriana Dall'Asta Pereira,Trabalho em Evento,2013.0,Acões de Educação Permanente em Serviço de Urgência e Emergência,,Internacional,Brasil,Completo,Português,  Organização e Administração; Autonomia Profissional; Padrão de Cuidado,"PEREIRA, S. B.; SILVA, G. S.; FERREIRA, Carla Lizandra de Lima; PEREIRA, A. D.",Último
31,403,Carla Lizandra de Lima Ferreira,Trabalho em Evento,2013.0,Ações de educação permanente em serviço de urgência e emergência,,Internacional,Brasil,Completo,Português,  educação permanente; urgência; emergência,"PEREIRA, S.B; SILVA, G.S; FERREIRA, CARLA LIZANDRA DE LIMA",Último
1,404,Adriana Dall'Asta Pereira,Trabalho em Evento,2013.0,Planejamento e Ações na Unidade de Terapia Intensiva em um Hospital de Santa Maria,,Internacional,Brasil,Completo,Português,  Enfermagem; Terapia Intensiva; Gerenciamento,"PEREIRA, A. D.; FERREIRA, Carla Lizandra de Lima; CASARIN, J. T.",Primeiro
31,404,Carla Lizandra de Lima Ferreira,Trabalho em Evento,2013.0,Planejamento e ações na unidade de terapia intensiva em um hospital de Santa Maria,,Internacional,Brasil,Completo,Português,  planejamento; Unidade de Terapia Intensiva,"CASARIN, J.T; FERREIRA, CARLA LIZANDRA DE LIMA; PEREIRA, Adriana Dall'asta",
1,407,Adriana Dall'Asta Pereira,Trabalho em Evento,2013.0,Liderança: Ações desenvolvidas durante o Estágio Curricular Supervisionado II,,Internacional,Brasil,Completo,Português,  Enfermagem; Enfermagem em Emergência; Gerência,"PEREIRA, A. D.; FERREIRA, Carla Lizandra de Lima; MORAIS, B. X.; FELTRIN, J. M.",Primeiro
31,407,Carla Lizandra de Lima Ferreira,Trabalho em Evento,2013.0,Liderança: ações desenvolvidas durante estagio curricular supervisionado II,,Internacional,Brasil,Completo,Português,  liderança; enfermeiro; gerência,"FELTRIN, J.M; MORAIS, B, X; PEREIRA, Adriana Dall'asta; FERREIRA, CARLA LIZANDRA DE LIMA",Último
88,408,Juliane Marschall Morgenstern,Capítulo de Livro Publicado,2018.0,Desenvolvimento profissional docente no curso de Pedagogia do Centro Universitário Franciscano: reflexões e ações interdisciplinares,,,Brasil,,Português,  Docência; Pedagogia; interdisciplinariedade,"VESTENA, R. F.; PRETTO, V.; MORGENSTERN, J. M.",Último
143,408,Rosemar de Fátima Vestena,Capítulo de Livro Publicado,2018.0,Desenvolvimento profissional docente no curso de pedagogia do Centro Universitário Franciscano: reflexões e ações interdisciplinares,,,Brasil,,Português,,"VESTENA, R. F.; VALDIR, P.; MORGENSTERN, J. M.",Primeiro
12,409,Aline Grohe Schirmer Pigatto,Trabalho em Evento,2015.0,PROFESSORES DE CIÊNCIAS-BIOLOGIA E O TEMA MEIO AMBIENTE:  REFLEXÕES SOBRE AÇÕES EDUCATIVAS EM ESPAÇOS FORMAIS E NÃO FORMAIS,,Internacional,Brasil,Completo,Português,,"CANTO-DOROW, T. S.; PIGATTO, Aline Grohe Schirmer",Último
157,409,Thais Scotti do Canto Dorow,Trabalho em Evento,2015.0,PROFESSORES DE CIÊNCIAS-BIOLOGIA E O TEMA MEIO AMBIENTE: REFLEXÕES SOBRE AÇÕES EDUCATIVAS EM ESPAÇOS FORMAIS E NÃO FORMAIS,,Nacional,Brasil,Completo,Português,  Ensino-aprendizagem; formação de professores; espaços educativos,"CANTO-DOROW, T. S.; PIGATTO, A. G. S.",Primeiro
106,410,Mara Regina Caino Teixeira Marchiori,Trabalho em Evento,2015.0,Sistema Único de Saúde: Percepção de Usuários com Base em Educativas Realizadas em Unidades de Saúde,,Nacional,Brasil,Resumo Expandido,Português,  Sistema Único de Saúde; Percepção de Usuários; Base em Educativas; Unidade de Saúde,"BACKES, D. S.; SOUZA, M. T.; MARCHIORI,Mara Teixeira; DALCIN, C. B.; HALBERSTADE, B.; MEGIER, A.",
111,410,Martha Helena Teixeira de Souza,Trabalho em Evento,2015.0,Sistema Único de Saúde: percepção de usuários com base em ações educativas realizadas em unidades de saúde,,Nacional,Brasil,Completo,Português,,"BACKES, D. S.; SOUZA, M. H. T.; MARCHIORI, M. R. C. T.; DALCIN, C. B.; Halberstadt, Bruna; Megier, Elisa",
38,413,Claudia Maria Gabert Diaz,Trabalho em Evento,2014.0,Humanização no parto: doula como acompanhante,,Nao Informado,Brasil,Completo,Português,  Humanização; Parto Humanizado,"MELO, A. A.; SOARES, N. I.; DIAZ, C. M. G.; FREITAS, H. M. B.; COSTENARO, R.G.S.; RANGEL, R. F.",
144,413,Rosiane Filipin Rangel,Trabalho em Evento,2014.0,Humanização no parto: Doula como acompanhante,,Regional,Brasil,Completo,Português,,"MELO, A. A.; SOARES, N. I.; Diaz, C.M.G; FREITAS, H. M. B.; COSTENARO, R. G. S.; RANGEL, R. F.",Último
53,414,Eleni Bisognin,Trabalho em Evento,1997.0,Taxas de Decaimento de Soluçoes Periódicas de um Sistema Acoplado de Equações do tipo BBM,,Internacional,Chile,Resumo,Português,  Existência de Solução Periódica; Estabilização Uniform; Decaimento Exponencial,"MENZALA, G. P.; BISOGNIN, E.;BISOGNIN, ELENI; BISOGNIN, Vanilde",
162,414,Vanilde Bisognin,Trabalho em Evento,1997.0,Taxas de decaimento de soluções periódicas de um sistema acoplado de equações do tipo BBM,,Internacional,Chile,Resumo,Espanhol,  Existência de solução periódica; Estabilização uniforme; Exponential decay,"BISOGNIN, V.;Bisognin, Vanilde; BISOGNIN, Eleni; MENZALA, G. P.",Primeiro
124,416,Patrícia Gomes,Artigo Publicado,2014.0,Trypanocidal action of tea tree oil (Melaleuca alternifolia) against Trypanosoma evansi in vitro and in vivo used mice as experimental model,10.1016/j.exppara.2014.03.007,,,Completo,Inglês,,"BALDISSERA, M.; ATHAYDE, M. L.; MONTEIRO, S.; SILVA, A. S.; OLIVEIRA, C.; DOS SANTOS, R. C. V.; VAUCHER, R. A.; RAFFIN, R. P.; GOMES, P.;GOMES, PATRICIA;GOMES, PATRÍCIA; DAMBROS, M.; MILETTI, L.; BOLIGNON, A.",
129,416,Renata Platcheck Raffin,Artigo Publicado,2014.0,Trypanocidal action of tea tree oil (Melaleuca alternifolia) against Trypanosoma evansi in vitro and in vivo used mice as experimental model,10.1016/j.exppara.2014.03.007,,,Completo,Português,,"SILVA, A. S.; BOGOLIN, A.; ATHAYDE, M.; MONTEIRO, S.; BALDISSERA, M.; OLIVEIRA, C.; SANTOS, R. C. V.; VAUCHER, R. A.; Raffin, Renata P; Gomes, P.; DAMBROS, M.; MILETTI, L.",
44,417,Daniela Martí Barros,Artigo Publicado,2008.0,Initial results in the development of a reporter cell line for toxicology studies at gene expression level: Activation of the electrophile-responsive element by copper and methyl parathion,10.1016/j.marenvres.2008.02.075,,,Completo,Inglês,  antioxidantes; cobre; Cultura celular; Transferência de gens,"Volcan, D.A.; TRINDADE, Gilma; GERACITANO, L.A.; BARROS, D. M.;Barros, D.M.;Barros, Daniela Martí;BARROS, D;Barros, Daniela M.;BARROS, DANIELA M.; MONSERRAT, José María; MARINS, Luis Fernando Fernandes",
82,417,José María Monserrat,Artigo Publicado,2008.0,Initial results in the development of a reporter cell line for toxicology studies at gene expression level: Activation of the electrophile-responsive element by copper and methyl parathion,10.1016/j.marenvres.2008.02.075,,,Completo,Português,  defesas antioxidantes; expressão génica; organismos aquáticos; metil paration; cobre,"ALMEIDA, Daniela Volcan; TRINDADE, Gilma Santos; GERACITANO, Laura Alicia; BARROS, Daniela Marti; MONSERRAT, José María;MONSERRAT, J;Martinez, P. E.;MONSERRAT, J.;Monserrat, José Maria;Monserrat, J.; MARINS, Luis Fernando Fernandes",
18,418,Andre Santarosa Ferlauto,Artigo Publicado,2006.0,Synthesis of Silica Nanowires by Active Oxidation of Silicon Substrates,10.1166/jnn.2006.088,,,Completo,Inglês,,"FERLAUTO, A. S.;Ferlauto, Andre S.;FERLAUTO, A;Ferlauto, A S;Ferlauto, André S.;Ferlauto, Andre Sant; OLIVEIRA, S; SILVA, e e; PANIAGO, R Magalhaes; LADEIRA, L O; LACERDA, R G",Primeiro
136,418,Rodrigo Gribel Lacerda,Artigo Publicado,2006.0,Synthesis of Silica Nanowires by Active Oxidation of Silicon Substrates,10.1166/jnn.2006.088,,,Completo,Inglês,  nanomateriais; nanofios; CVD; nanotecnologia; oxido de silicio,"FERLAUTO, Andre S.; OLIVEIRA, Sergio; SILVA, Edelma Eleto; PANIAGO, Rogerio Magalhães; LADEIRA, L. O.; LACERDA, R. G.;Lacerda, R. G.;Lacerda, Rodrigo G.;Lacerda, Rodrigo Gribel;Lacerda, R G;Lacerda, R.G.",Último
124,420,Patrícia Gomes,Trabalho em Evento,2015.0,Antibiofilm activity of Melaleuca alternifolia nanoparticles,,Internacional,França,Resumo,Inglês,,"SOUZA, M. E.; VAUCHER, R. A.; LOPES, L. Q. S.; RAFFIN, R. P.; STEFANI, D. M.; DOS SANTOS, R. C. V.; GOMES, P.;GOMES, PATRICIA;GOMES, PATRÍCIA",Último
129,420,Renata Platcheck Raffin,Trabalho em Evento,2015.0,Antibiofilm activity of Melaleuca alternifolia nanoparticles.,,Internacional,Brasil,Resumo,Inglês,,"DE SOUZA, MARCIA EBLING; DE ALMEIDA VAUCHER, R.; LOPES, LEONARDO QUINTANA SOARES; RAFFIN, RENATA PLATCHEK; STEFANI, L. M.; SANTOS, R. C. V.; GOMES, PATRICIA",
18,422,Andre Santarosa Ferlauto,Artigo Publicado,2011.0,Enhanced electrochemical activity using vertically aligned carbon nanotube electrodes grown on carbon fiber,10.1590/S1516-14392011005000059,,,Completo,Inglês,,"Morais, Evandro Augusto de; Alvial, Gaston; Longuinhos, Rafael; Figueiredo, Jose Marcos Andrade; Lacerda, Rodrigo Gribel; Ferlauto, Andre Santarosa; LADEIRA, Luiz Orlando",
136,422,Rodrigo Gribel Lacerda,Artigo Publicado,2011.0,Enhanced electrochemical activity using vertically aligned carbon nanotube electrodes grown on carbon fiber,10.1590/S1516-14392011005000059,,,Completo,Inglês,,"Morais, Evandro Augusto de; Alvial, Gaston; Longuinhos, Rafael; Figueiredo, Jose Marcos Andrade; Lacerda, Rodrigo Gribel; Ferlauto, Andre Santarosa; Ladeira, Luiz Orlando",
11,423,Aline de Oliveira Fogaça,Artigo Publicado,2016.0,. Evaluation of the antioxidant activity by the DPPH radical scavenging method of free and liposome-associated cocoa extract,,,,Completo,Português,,"NASCIMENTO, D. A. O.; RAFFIN, R. P.; FOGAÇA, A. O.; MORAES, C. M. B.; BOLIGON, A.; OURIQUE, A.",
42,423,Cristina Machado Bragança de Moraes,Artigo Publicado,2016.0,Evaluation of the antioxidant activity by the DPPH radical scavenging method of free and liposome-associated cocoa extract,,,,Completo,Português,  nanotechnology; phenolic compounds; Theobroma cacao,"NASCIMENTO, D. A. O.; RAFFIN, R. P.; FOGACA, A. O.; MORAES, Cristina Machado Bragança de; BOLIGON, A.; OURIQUE, A. F.",
124,424,Patrícia Gomes,Artigo Publicado,2014.0,Antimicrobial activity of tea tree oil nanoparticles against American and European foulbrood diseases agents,10.1016/j.aspen.2014.02.003,,,Completo,Inglês,,"SANTOS, ROBERTO CHRIST VIANNA; TAKAMATSU, DAISUKE; MORINAGA, YUIKO; BOLIGON, ALINE AUGUSTI; ATHAYDE, MARGARETH LINDE; FELIPPI, CANDICE CAROLINE; DE ALMEIDA VAUCHER, RODRIGO; LOPES, LEONARDO QUINTANA SOARES; ALVES, CAMILLA FILIPPI DOS SANTOS; FAUSTO, VIVIANE PEDROSO; PIZZUTTI, KAUANA; BARBOZA, VICTOR; DE SOUZA, MARCIA EBLING; RAFFIN, RENATA PLATCHEK; GOMES, PATRICIA",
129,424,Renata Platcheck Raffin,Artigo Publicado,2014.0,Antimicrobial activity of tea tree oil nanoparticles against American and European foulbrood diseases agents,10.1016/j.aspen.2014.02.003,,,Completo,Inglês,,"SANTOS, ROBERTO CHRIST VIANNA; TAKAMATSU, DAISUKE; MORINAGA, YUIKO; BOLIGON, ALINE AUGUSTI; ATHAYDE, MARGARETH LINDE; FELIPPI, CANDICE CAROLINE; DE ALMEIDA VAUCHER, RODRIGO; LOPES, LEONARDO QUINTANA SOARES; ALVES, CAMILLA FILIPPI DOS SANTOS; FAUSTO, VIVIANE PEDROSO; PIZZUTTI, KAUANA; BARBOZA, VICTOR; DE SOUZA, MARCIA EBLING; RAFFIN, RENATA PLATCHEK; GOMES, PATRICIA",
114,425,Michele Rorato Sagrillo,Artigo Publicado,2018.0,PEGylated meloxicam-loaded nanocapsules reverse in vitro damage on caspase activity and do not induce toxicity in cultured human lymphocytes and mice,10.1016/j.biopha.2018.08.120,,,Completo,Inglês,,"NISHIHIRA, VIVIAN S.K.; MENDES, RICARDO E.; DUARTE, MARTA M.M.F.; SAGRILLO, MICHELE R.; LUCHESE, CRISTIANE; RECH, VIRGINIA C.; VAUCHER, RODRIGO A.; FONTANA, BARBARA D.; IANISKI, FRANCINE R.; DE ALMEIDA, HEMILAINE S.; POSSER, CHRISTOPHER P.; DIAS, JULIANE B.; PARODI, CRYSTIAN B.; PIVA, MANOELA M.; GRIS, ANDERSON",
164,425,Virginia Cielo Rech,Artigo Publicado,2018.0,PEGylated meloxicam-loaded nanocapsules reverse in vitro damage on caspase activity and do not induce toxicity in cultured human lymphocytes and mice,10.1016/j.biopha.2018.08.120,,,Completo,Inglês,,"NISHIHIRA, V. S. K.; MENDES, R.; DUARTE, M. M.; SAGRILLO, M. R.; LUCHESE, C.; RECH, V. C.; VAUCHER, R. A.; FONTANA, B. D.; IANISKI, F. R.; ALMEIDA, H. S.; POSSER, C. P.; BOLZAN, J.; PARODI, C. B.; PIVA, M. M.; GRIS, A.",
102,426,Luis Otavio de Sousa Bulhões,Trabalho em Evento,2018.0,SÍNTESE DE CARBONIZADO MAGNÉTICO DE AÇÚCAR MASCAVO EM UMA ETAPA PARA ADSORÇÃO DO CORANTE AZUL DE METILENO,,Nacional,Brasil,Completo,Português,,"Dorfey D.; Morisso, F. D. P.; BULHÕES, L. O. S.; Volkmer, T. M.",
159,426,Tiago Moreno Volkmer,Trabalho em Evento,2018.0,SÍNTESE DE CARBONIZADO MAGNÉTICO DE AÇÚCAR MASCAVO EM UMA ETAPA PARA ADSORÇÃO DO CORANTE AZUL DE METILENO,,Nao Informado,Brasil,Completo,Português,,"DORFEY, D.; MORISSO, F. D. P.; BULHOES, L. O. S.; VOLKMER, T. M.",Último
5,427,Alencar Kolinski Machado,Artigo Publicado,2013.0,"The       <i>In Vitro</i>       Genotoxic Effect of Tucuma (       <i>Astrocaryum aculeatum</i>       ), an Amazonian Fruit Rich in Carotenoids",10.1089/jmf.2012.0287,,,Completo,Português,,"SOUZA FILHO, O. C.; SAGRILLO, M. R.; GARCIA, L. F. M.; MACHADO, A. K.; CADONA, F. C.; RIBEIRO, E. E.; DUARTE, M. M. M. F.; MOREL, A.; CRUZ, I. B. M.",
114,427,Michele Rorato Sagrillo,Artigo Publicado,2013.0,"The <i>In Vitro</i> Genotoxic Effect of Tucuma ( <i>Astrocaryum aculeatum</i> ), an Amazonian Fruit Rich in Carotenoids",10.1089/jmf.2012.0287,,,Completo,Inglês,,"DE SOUZA FILHO, OLMIRO CEZIMBRA; SAGRILLO, MICHELE RORATO; GARCIA, LUIZ FILIPE MACHADO; MACHADO, ALENCAR KOLINSKI; CADONÁ, FRANCINE; RIBEIRO, EULER ESTEVES; DUARTE, MARTA MARIA MEDEIROS FRESCURA; MOREL, ADEMIR FARIAS; DA CRUZ, IVANA BEATRICE MÂNICA",
121,428,Noeli Júlia Schussler de Vasconcellos,Trabalho em Evento,2004.0,"Biomonitoramento da Qualidade do Ar de Santa Maria-RS, pela Acumulação de Metais e Enxofre em amostras de Liquens",,Nacional,Brasil,Resumo Expandido,Português,  qualidade do ar; bioindicador,"VASCONCELLOS, N. J. S.; BINOTTO, D.; FLORES, E. L.; LIMA, M. G.; KEMERICH, P.; MORTARI, S. R.",Primeiro
149,428,Sergio Roberto Mortari,Trabalho em Evento,2004.0,"Biomonitoramento da Qualidade do Ar de Santa Maria-RS, pela Acumulação de Metais e Enxofre Amostras de Liquens.",,Nacional,Brasil,Resumo Expandido,Português,  Liquen; Enxofre; Poluição do Ar; Biomoniotoramento,"MORTARI, S. R.;MORTARI, SÉRGIO ROBERTO;MORTARI, SERGIO R.; BINOTTO, Diego; KEMERICH, Pedro; GRENDENE, Marcel; VASCONCELOS, Noeli Júlia Schussler de; FLORES, Eder Lisandor",Primeiro
29,440,Camilla Karla Brites Queiroz Martins de Oliveira,Artigo Publicado,2017.0,Conformational Change on a Bithiophene-Based Copolymer Induced by Additive Treatment: Application in Organic Photovoltaics,10.1021/acs.jpcc.7b05427,,,Completo,Inglês,,"LOURENCO, O. D.; ROMAN, L. S.; BENATTO, L.; MARCHIORI, C. F. N.; AVILA, H. C.; YAMAMOTO, N. A. D.; Oliveira, C. K.; DA LUZ, M. G. E.; CREMONA, M.; KOEHLER, M.",
101,440,Lucimara Stolz Roman,Artigo Publicado,2017.0,Conformational Change on a Bithiophene-Based Copolymer Induced by Additive Treatment: Application in Organic Photovoltaics,10.1021/acs.jpcc.7b05427,,,Completo,Inglês,,"LOURENCO, O. D.; ROMAN, L. S.;Roman, Lucimara S;ROMAN, L;Roman, Lucimara S.;Roman, L.S.;Roman, Lucimara Stolz;STOLZ R; BENATTO, L.; Marchiori, Cleber Fabiano Do Nasimento; AVILA, H. C.; YAMAMOTO, N. A. D.; OLIVEIRA, C. K.; DA LUZ, M. G. E.; CREMONA, M.; Koehler, M.",Último
14,442,Ana Lúcia de Freitas Saccol,Trabalho em Evento,2009.0,Nível de adequação das boas práticas em hotéis de Santa Maria - RS,,Local,Brasil,Resumo,Português,,"RODRIGUES, K. S.; BARBIERI, T.; SILVA, S. F.; SACCOL, Ana Lúcia de F.; BERTAGNOLLI, S. M.",
151,442,Silvana Maria Michelin Bertagnolli,Trabalho em Evento,2009.0,NÍVEL DE ADEQUAÇÃO DAS BOAS PRÁTICAS EM HOTÉIS DE SANTA MARIA - RS,,Local,Brasil,Resumo,Português,,"RODRIGUES, K. S.; BARBIERI, T.; SILVA, S. F.; SACCOL, A. L. F.; BERTAGNOLLI, S. M. M.;BERTAGNOLLI, SILVANA MARIA MICHELIN",Último
1,443,Adriana Dall'Asta Pereira,Trabalho em Evento,2013.0,Promoção de Cuidado Adequado em Sala de Recuperação Anestésica,,Internacional,Brasil,Completo,Português,  Cuidado; Enfermagem; Gerenciamento,"PEREIRA, A. D.; FERREIRA, Carla Lizandra de Lima; ULIANA, B.",Primeiro
31,443,Carla Lizandra de Lima Ferreira,Trabalho em Evento,2013.0,Promoção do cuidado adequado em sala de recuperação anestésica,,Internacional,Brasil,Completo,Português,  promoção do cuidado; recuperação anestésica,"ULIANA, B; FERREIRA, CARLA LIZANDRA DE LIMA; PEREIRA, Adriana Dall'asta",
89,444,Karen Mello de Mattos Margutti,Trabalho em Evento,2014.0,ADESÃO E CUIDADO NO TRATAMENTO DE DOENÇAS CRÔNICAS,,Local,Brasil,Completo,Bretão,,"CASSOLA, Talita; SCHOTT, Mairin; RANGEL, Roseani; MARGUTTI, Karen Mello M.; SILVA, Jéssica Kelly P.; BLÜMKE, Adriane Cervi",
144,444,Rosiane Filipin Rangel,Trabalho em Evento,2014.0,Adesão e cuidado no tratamento de doenças crônicas,,Regional,Brasil,Completo,Português,,"SCHOTT, M.; CASSOLA, T. P.; SILVA, J. K. P.; RANGEL, R. F.; MATTOS, K. M.; BLUMKE, A. C.",
5,448,Alencar Kolinski Machado,Trabalho em Evento,2012.0,ATIVIDADE ANTIOXIDANTE E GENOTÓXICA DO EXTRATO DE Adiantum sp. EM CULTURA DE LINFÓCITOS HUMANOS,,Regional,Brasil,Resumo,Português,,"SULCZEWSKI, F. B.; MACHADO, A. K.; MONTEIRO, F. L.; OLIVEIRA, P. S. B.; COPETTI, P. M.; KRAUSE, L. M. F.; SAGRILLO, M. R.",
97,448,Luciana Maria Fontanari Krause,Trabalho em Evento,2012.0,ATIVIDADE ANTIOXIDANTE E GENOTÓXICA DO EXTRATO DE Adiantum sp. EM CULTURA DE LINFÓCITOS HUMANOS,,Local,Brasil,Resumo Expandido,Português,,"SULCZEWSKI, F. B.; MACHADO3, A. K.; LIZ, F. M.; BRITO, P. S.; COPETTI, P. M.; FONTANARI, L. M. ou FONTANARI KRAUSE, L.M.; SAGRILLO, M. R.",
